country,region,month,min_temp,max_temp,dor,weather,season,rating,warning,event,pro,
Taiwan,Taipei – North,September,26,31,14,mixed,shoulder,good,typhoon risk,,,
Taiwan,Taipei – North,October,24,28,13,sunny,shoulder,best,,,,
Taiwan,Taipei – North,November,21,25,13,cloudy,low,good,,,,
Taiwan,Taipei – North,December,18,21,13,cloudy,festive,good,,Christmas,,
Taiwan,Taichung – Central,January,16,21,9,cloudy,low,good,,Lunar New Year,,
Taiwan,Taichung – Central,February,17,22,11,mixed,festive,mixed,,Lunar New Year/Lantern Festival,,
Taiwan,Taichung – Central,March,19,24,12,mixed,shoulder,good,,,,
Taiwan,Taichung – Central,April,22,27,11,mixed,shoulder,good,,,,
Taiwan,Taichung – Central,May,25,30,13,sunny,high,best,humidity,,,
Taiwan,Taichung – Central,June,27,32,12,sunny,high,good,typhoon risk,,,
Taiwan,Taichung – Central,July,28,33,11,sunny,high,mixed,"typhoon risk, heatwave",,,
Taiwan,Taichung – Central,August,28,33,12,sunny,high,mixed,"typhoon risk, heatwave",,,
Taiwan,Taichung – Central,September,27,32,10,sunny,shoulder,good,typhoon risk,,,
Taiwan,Taichung – Central,October,25,30,8,sunny,shoulder,best,,,,
Taiwan,Taichung – Central,November,22,27,7,sunny,low,good,,,,
Taiwan,Taichung – Central,December,18,23,8,cloudy,festive,good,,Christmas,,
Taiwan,Kaohsiung – South,January,20,24,6,sunny,low,best,,Lunar New Year,,
Taiwan,Kaohsiung – South,February,21,25,6,sunny,festive,best,,Lunar New Year/Lantern Festival,,
Taiwan,Kaohsiung – South,March,23,27,6,sunny,shoulder,best,,,,
Taiwan,Kaohsiung – South,April,25,30,7,sunny,shoulder,best,,,,
Taiwan,Kaohsiung – South,May,27,32,9,sunny,high,good,heatwave,,,
Taiwan,Kaohsiung – South,June,28,33,12,mixed,high,mixed,"typhoon risk, heatwave",,,
Taiwan,Kaohsiung – South,July,29,34,11,mixed,high,mixed,"typhoon risk, heatwave",,,
Taiwan,Kaohsiung – South,August,28,33,13,rainy,high,mixed,typhoon risk,,,
Taiwan,Kaohsiung – South,September,28,33,10,mixed,shoulder,mixed,typhoon risk,,,
Taiwan,Kaohsiung – South,October,27,32,7,sunny,shoulder,best,,,,
Taiwan,Kaohsiung – South,November,25,30,5,sunny,low,best,,,,
Taiwan,Kaohsiung – South,December,22,27,5,sunny,festive,best,,Christmas,,
Taiwan,Hualien – East Coast,January,18,21,13,cloudy,low,good,,Lunar New Year,yes,
Taiwan,Hualien – East Coast,February,19,22,14,mixed,festive,mixed,,Lunar New Year,yes,
Taiwan,Hualien – East Coast,March,20,24,15,mixed,shoulder,good,,,yes,
Taiwan,Hualien – East Coast,April,22,26,14,mixed,shoulder,good,,,yes,
Taiwan,Hualien – East Coast,May,25,29,15,sunny,high,best,,,yes,
Taiwan,Hualien – East Coast,June,27,31,11,sunny,high,good,typhoon risk,,yes,
Taiwan,Hualien – East Coast,July,28,32,10,sunny,high,good,typhoon risk,,yes,
Taiwan,Hualien – East Coast,August,28,32,12,sunny,high,good,typhoon risk,,yes,
Taiwan,Hualien – East Coast,September,27,31,13,mixed,shoulder,mixed,typhoon risk,,yes,
Taiwan,Hualien – East Coast,October,25,29,12,mixed,shoulder,good,,,yes,
Taiwan,Hualien – East Coast,November,23,26,12,cloudy,low,good,,,yes,
Taiwan,Hualien – East Coast,December,20,23,12,cloudy,festive,good,,Christmas,yes,
Taiwan,Kenting – South Peninsula,January,21,25,7,sunny,low,best,,Lunar New Year,yes,
Taiwan,Kenting – South Peninsula,February,22,26,7,sunny,festive,best,,Lunar New Year,yes,
Taiwan,Kenting – South Peninsula,March,23,28,6,sunny,shoulder,best,,,yes,
Taiwan,Kenting – South Peninsula,April,25,30,7,sunny,shoulder,best,,,yes,
Taiwan,Kenting – South Peninsula,May,27,32,9,sunny,high,good,heatwave,,yes,
Taiwan,Kenting – South Peninsula,June,28,33,11,mixed,high,mixed,"typhoon risk, heatwave",,yes,
Taiwan,Kenting – South Peninsula,July,29,34,10,mixed,high,mixed,"typhoon risk, heatwave",,yes,
Taiwan,Kenting – South Peninsula,August,28,33,13,rainy,high,mixed,typhoon risk,,yes,
Taiwan,Kenting – South Peninsula,September,28,33,11,mixed,shoulder,mixed,typhoon risk,,yes,
Taiwan,Kenting – South Peninsula,October,27,32,8,sunny,shoulder,best,,,yes,
Taiwan,Kenting – South Peninsula,November,25,30,6,sunny,low,best,,,yes,
Taiwan,Kenting – South Peninsula,December,23,27,6,sunny,festive,best,,Christmas,yes,
Taiwan,Alishan – Mountains,January,6,12,12,snowy,low,mixed,snowfall,Lunar New Year,yes,
Taiwan,Alishan – Mountains,February,7,13,13,mixed,festive,mixed,snowfall,Lunar New Year,yes,
Taiwan,Alishan – Mountains,March,9,15,14,mixed,shoulder,good,,,yes,
Taiwan,Alishan – Mountains,April,11,17,13,mixed,shoulder,good,,,yes,
Taiwan,Alishan – Mountains,May,13,19,15,mixed,high,best,,,yes,
Taiwan,Alishan – Mountains,June,14,20,16,rainy,high,good,,,yes,
Taiwan,Alishan – Mountains,July,15,21,15,rainy,high,good,typhoon risk,,yes,
Taiwan,Alishan – Mountains,August,15,21,16,rainy,high,mixed,typhoon risk,,yes,
Taiwan,Alishan – Mountains,September,14,20,13,mixed,shoulder,good,typhoon risk,,yes,
Taiwan,Alishan – Mountains,October,12,18,11,sunny,shoulder,best,,,yes,
Taiwan,Alishan – Mountains,November,10,16,10,sunny,low,good,,,yes,
Taiwan,Alishan – Mountains,December,7,13,11,snowy,festive,mixed,snowfall,Christmas,yes,
Taiwan,Sun Moon Lake – Central,January,14,19,11,cloudy,low,good,,Lunar New Year,yes,
Taiwan,Sun Moon Lake – Central,February,15,20,12,mixed,festive,mixed,,Lunar New Year,yes,
Taiwan,Sun Moon Lake – Central,March,17,22,13,mixed,shoulder,good,,,yes,
Taiwan,Sun Moon Lake – Central,April,19,24,13,mixed,shoulder,good,,,yes,
Taiwan,Sun Moon Lake – Central,May,21,26,15,sunny,high,best,,,yes,
Taiwan,Sun Moon Lake – Central,June,22,27,16,sunny,high,good,typhoon risk,,yes,
Taiwan,Sun Moon Lake – Central,July,23,28,15,sunny,high,good,typhoon risk,,yes,
Taiwan,Sun Moon Lake – Central,August,23,28,16,rainy,high,mixed,typhoon risk,,yes,
Taiwan,Sun Moon Lake – Central,September,22,27,13,mixed,shoulder,good,typhoon risk,,yes,
Taiwan,Sun Moon Lake – Central,October,20,25,10,sunny,shoulder,best,,,yes,
Taiwan,Sun Moon Lake – Central,November,18,23,9,sunny,low,good,,,yes,
Taiwan,Sun Moon Lake – Central,December,16,20,10,cloudy,festive,good,,Christmas,yes,
Taiwan,Taroko Gorge – East,January,16,20,12,cloudy,low,good,,Lunar New Year,yes,
Taiwan,Taroko Gorge – East,February,17,21,13,mixed,festive,mixed,,Lunar New Year,yes,
Taiwan,Taroko Gorge – East,March,18,23,14,mixed,shoulder,good,,,yes,
Taiwan,Taroko Gorge – East,April,20,25,14,mixed,shoulder,good,,,yes,
Taiwan,Taroko Gorge – East,May,23,28,15,sunny,high,best,,,yes,
Taiwan,Taroko Gorge – East,June,25,30,12,sunny,high,good,typhoon risk,,yes,
Taiwan,Taroko Gorge – East,July,26,31,11,sunny,high,good,typhoon risk,,yes,
Taiwan,Taroko Gorge – East,August,26,31,13,sunny,high,good,typhoon risk,,yes,
Taiwan,Taroko Gorge – East,September,25,30,13,mixed,shoulder,mixed,typhoon risk,,yes,
Taiwan,Taroko Gorge – East,October,23,28,11,mixed,shoulder,good,,,yes,
Taiwan,Taroko Gorge – East,November,21,25,11,cloudy,low,good,,,yes,
Taiwan,Taroko Gorge – East,December,18,22,11,cloudy,festive,good,,Christmas,yes,
Taiwan,Matsu – Offshore Islands,January,10,15,12,cloudy,low,mixed,strong winds,Lunar New Year,yes,
Taiwan,Matsu – Offshore Islands,February,10,15,13,mixed,festive,mixed,strong winds,Lunar New Year/Lantern Festival,yes,
Taiwan,Matsu – Offshore Islands,March,12,17,15,mixed,shoulder,mixed,fog,,yes,
Taiwan,Matsu – Offshore Islands,April,15,20,14,mixed,shoulder,good,fog,,yes,
Taiwan,Matsu – Offshore Islands,May,19,24,14,mixed,high,good,humidity,,yes,
Taiwan,Matsu – Offshore Islands,June,23,28,12,sunny,high,best,typhoon risk,,yes,
Taiwan,Matsu – Offshore Islands,July,26,31,11,sunny,high,best,typhoon risk,,yes,
Taiwan,Matsu – Offshore Islands,August,26,31,12,sunny,high,best,typhoon risk,,yes,
Taiwan,Matsu – Offshore Islands,September,24,29,11,mixed,shoulder,good,typhoon risk,,yes,
Taiwan,Matsu – Offshore Islands,October,21,26,9,sunny,shoulder,best,,,yes,
Taiwan,Matsu – Offshore Islands,November,17,22,10,cloudy,low,good,,,yes,
Taiwan,Matsu – Offshore Islands,December,13,18,11,cloudy,festive,good,strong winds,Christmas,yes,
China,Beijing – North,January,-7,2,2,snowy,low,poor,snowstorm,,,
China,Beijing – North,February,-4,5,3,snowy,low,poor,snowstorm,Lunar New Year,,
China,Beijing – North,March,1,12,4,mixed,shoulder,good,dust storms,,,
China,Beijing – North,April,8,20,5,sunny,high,best,,,,
China,Beijing – North,May,15,27,6,sunny,high,best,,,,
China,Beijing – North,June,20,31,9,sunny,high,good,heatwave,,,
China,Beijing – North,July,23,32,12,mixed,high,mixed,heatwave,,,
China,Beijing – North,August,22,30,10,mixed,high,mixed,humidity,,,
China,Beijing – North,September,16,26,7,sunny,high,best,,,,
China,Beijing – North,October,9,19,4,sunny,high,best,,,,
China,Beijing – North,November,1,10,3,sunny,low,good,,,,
China,Beijing – North,December,-5,3,2,snowy,festive,mixed,snowstorm,,,
China,Shanghai – East,January,3,8,10,cloudy,low,mixed,,,,
China,Shanghai – East,February,4,10,11,mixed,festive,mixed,,Lunar New Year,,
China,Shanghai – East,March,7,14,13,mixed,shoulder,good,humidity,,,
China,Shanghai – East,April,12,20,12,mixed,shoulder,good,,,,
China,Shanghai – East,May,17,26,11,sunny,high,best,,,,
China,Shanghai – East,June,21,29,14,mixed,high,good,plum rains,,,
China,Shanghai – East,July,25,33,12,sunny,high,mixed,heatwave,,,
China,Shanghai – East,August,25,32,11,sunny,high,mixed,"typhoon risk, heatwave",,,
China,Shanghai – East,September,21,28,10,mixed,shoulder,good,typhoon risk,,,
China,Shanghai – East,October,16,23,8,sunny,high,best,,,,
China,Shanghai – East,November,10,17,8,sunny,low,good,,,,
China,Shanghai – East,December,5,11,8,cloudy,festive,mixed,,Christmas,,
China,Xi'an – Central,January,-3,5,3,snowy,low,poor,snowfall,,yes,
China,Xi'an – Central,February,0,8,4,snowy,festive,mixed,snowfall,Lunar New Year,yes,
China,Xi'an – Central,March,4,14,6,mixed,shoulder,good,dust storms,,yes,
China,Xi'an – Central,April,10,21,7,sunny,high,best,,,yes,
China,Xi'an – Central,May,15,27,8,sunny,high,best,,,yes,
China,Xi'an – Central,June,20,31,9,sunny,high,good,heatwave,,yes,
China,Xi'an – Central,July,23,33,10,mixed,high,mixed,heatwave,,yes,
China,Xi'an – Central,August,22,31,9,mixed,high,mixed,humidity,,yes,
China,Xi'an – Central,September,17,26,9,sunny,high,best,,,yes,
China,Xi'an – Central,October,11,20,8,sunny,high,best,,,yes,
China,Xi'an – Central,November,4,13,5,mixed,low,good,,,yes,
China,Xi'an – Central,December,-1,6,3,snowy,festive,mixed,snowfall,,yes,
China,Chengdu – Southwest,January,3,10,8,cloudy,low,mixed,fog,,yes,
China,Chengdu – Southwest,February,5,12,9,mixed,festive,mixed,,Lunar New Year,yes,
China,Chengdu – Southwest,March,8,17,11,mixed,shoulder,good,fog,,yes,
China,Chengdu – Southwest,April,13,22,12,mixed,shoulder,good,,,yes,
China,Chengdu – Southwest,May,17,27,13,mixed,high,good,humidity,,yes,
China,Chengdu – Southwest,June,21,30,14,mixed,high,mixed,humidity,,yes,
China,Chengdu – Southwest,July,23,31,15,mixed,high,mixed,humidity,,yes,
China,Chengdu – Southwest,August,22,31,14,mixed,high,mixed,humidity,,yes,
China,Chengdu – Southwest,September,19,27,13,mixed,shoulder,good,,,yes,
China,Chengdu – Southwest,October,14,21,11,mixed,shoulder,good,,,yes,
China,Chengdu – Southwest,November,9,16,8,cloudy,low,good,fog,,yes,
China,Chengdu – Southwest,December,5,11,7,cloudy,festive,mixed,fog,,yes,
China,Guilin – South,January,6,12,12,cloudy,low,mixed,,,yes,
China,Guilin – South,February,8,14,14,mixed,festive,mixed,,Lunar New Year,yes,
China,Guilin – South,March,11,18,16,mixed,shoulder,good,humidity,,yes,
China,Guilin – South,April,16,24,17,mixed,shoulder,good,,,yes,
China,Guilin – South,May,20,28,16,mixed,high,good,humidity,,yes,
China,Guilin – South,June,24,31,15,mixed,high,mixed,heavy rain,,yes,
China,Guilin – South,July,25,33,14,mixed,high,mixed,heatwave,,yes,
China,Guilin – South,August,25,33,13,mixed,high,mixed,"typhoon risk, heatwave",,yes,
China,Guilin – South,September,22,30,11,mixed,shoulder,good,typhoon risk,,yes,
China,Guilin – South,October,17,25,9,sunny,high,best,,,yes,
China,Guilin – South,November,12,20,9,sunny,low,good,,,yes,
China,Guilin – South,December,8,15,10,cloudy,festive,mixed,,,yes,
China,Guangzhou – South,January,11,18,8,cloudy,low,good,,,,
China,Guangzhou – South,February,13,19,11,mixed,festive,mixed,,Lunar New Year,,
China,Guangzhou – South,March,16,22,13,mixed,shoulder,good,humidity,,,
China,Guangzhou – South,April,20,27,14,mixed,shoulder,good,humidity,,,
China,Guangzhou – South,May,23,30,16,mixed,high,mixed,humidity,,,
China,Guangzhou – South,June,25,32,17,rainy,low,poor,monsoon,,,
China,Guangzhou – South,July,26,33,16,rainy,low,poor,"monsoon, typhoon risk",,,
China,Guangzhou – South,August,26,33,15,rainy,low,poor,"monsoon, typhoon risk",,,
China,Guangzhou – South,September,24,31,14,rainy,low,poor,typhoon risk,,,
China,Guangzhou – South,October,21,28,9,mixed,shoulder,good,,,,
China,Guangzhou – South,November,16,24,7,sunny,high,best,,,,
China,Guangzhou – South,December,13,20,6,cloudy,festive,good,,,,
China,Shangri-La – Yunnan,January,-7,7,4,snowy,low,poor,snowfall,,yes,
China,Shangri-La – Yunnan,February,-4,9,6,snowy,festive,mixed,snowfall,Lunar New Year,yes,
China,Shangri-La – Yunnan,March,-1,12,8,mixed,shoulder,good,,,yes,
China,Shangri-La – Yunnan,April,3,16,10,sunny,high,best,,,yes,
China,Shangri-La – Yunnan,May,6,19,12,sunny,high,best,,,yes,
China,Shangri-La – Yunnan,June,9,21,15,mixed,high,good,,,yes,
China,Shangri-La – Yunnan,July,10,20,17,mixed,high,mixed,heavy rain,,yes,
China,Shangri-La – Yunnan,August,9,20,16,mixed,high,mixed,heavy rain,,yes,
China,Shangri-La – Yunnan,September,8,19,13,mixed,shoulder,good,,,yes,
China,Shangri-La – Yunnan,October,4,16,10,sunny,high,best,,,yes,
China,Shangri-La – Yunnan,November,0,12,5,sunny,low,good,,,yes,
China,Shangri-La – Yunnan,December,-5,8,3,snowy,festive,mixed,snowfall,,yes,
China,Hangzhou – East,January,2,8,11,cloudy,low,mixed,,,,
China,Hangzhou – East,February,3,10,12,mixed,festive,mixed,,Lunar New Year,,
China,Hangzhou – East,March,6,15,14,mixed,shoulder,good,humidity,,,
China,Hangzhou – East,April,11,21,13,mixed,shoulder,good,,,,
China,Hangzhou – East,May,16,26,12,sunny,high,best,,,,
China,Hangzhou – East,June,21,29,14,mixed,high,good,plum rains,,,
China,Hangzhou – East,July,25,33,12,sunny,high,mixed,heatwave,,,
China,Hangzhou – East,August,25,32,11,sunny,high,mixed,"typhoon risk, heatwave",,,
China,Hangzhou – East,September,20,28,10,mixed,shoulder,good,typhoon risk,,,
China,Hangzhou – East,October,15,23,8,sunny,high,best,,,,
China,Hangzhou – East,November,9,17,8,sunny,low,good,,,,
China,Hangzhou – East,December,4,11,9,cloudy,festive,mixed,,,,
China,Zhangjiajie – Central,January,1,9,10,cloudy,low,mixed,snowfall,,yes,
China,Zhangjiajie – Central,February,3,11,12,mixed,festive,mixed,snowfall,Lunar New Year,yes,
China,Zhangjiajie – Central,March,7,16,14,mixed,shoulder,good,humidity,,yes,
China,Zhangjiajie – Central,April,12,22,15,mixed,shoulder,good,,,yes,
China,Zhangjiajie – Central,May,17,27,16,mixed,high,good,humidity,,yes,
China,Zhangjiajie – Central,June,21,30,15,mixed,high,mixed,heavy rain,,yes,
China,Zhangjiajie – Central,July,23,32,14,mixed,high,mixed,heatwave,,yes,
China,Zhangjiajie – Central,August,23,32,13,mixed,high,mixed,heatwave,,yes,
China,Zhangjiajie – Central,September,19,28,11,mixed,shoulder,good,,,yes,
China,Zhangjiajie – Central,October,14,23,11,sunny,high,best,,,yes,
China,Zhangjiajie – Central,November,8,17,9,sunny,low,good,,,yes,
China,Zhangjiajie – Central,December,3,11,9,cloudy,festive,mixed,,,yes,
China,Suzhou – East,January,2,8,10,cloudy,low,mixed,,,yes,
China,Suzhou – East,February,3,10,11,mixed,festive,mixed,,Lunar New Year,yes,
China,Suzhou – East,March,7,15,13,mixed,shoulder,good,humidity,,yes,
China,Suzhou – East,April,12,21,12,mixed,shoulder,good,,,yes,
China,Suzhou – East,May,17,27,11,sunny,high,best,,,yes,
China,Suzhou – East,June,21,29,14,mixed,high,good,plum rains,,yes,
China,Suzhou – East,July,25,33,12,sunny,high,mixed,heatwave,,yes,
China,Suzhou – East,August,25,32,11,sunny,high,mixed,"typhoon risk, heatwave",,yes,
China,Suzhou – East,September,21,28,10,mixed,shoulder,good,typhoon risk,,yes,
China,Suzhou – East,October,15,23,8,sunny,high,best,,,yes,
China,Suzhou – East,November,9,17,8,sunny,low,good,,,yes,
China,Suzhou – East,December,4,11,9,cloudy,festive,mixed,,,yes,
Australia,Sydney – East Coast,January,19.5,27,12,sunny,high,best,heatwave,,,
Australia,Sydney – East Coast,February,19.7,26.7,13,sunny,high,best,heatwave,,,
Australia,Sydney – East Coast,March,18,25.3,12,sunny,shoulder,best,,,,
Australia,Sydney – East Coast,April,15,23,11,sunny,shoulder,good,,,,
Australia,Sydney – East Coast,May,12,20.3,9,sunny,low,good,,,,
Australia,Sydney – East Coast,June,9.2,17.8,8,cloudy,low,mixed,,,,
Australia,Sydney – East Coast,July,8.1,17.1,7,cloudy,low,mixed,,,,
Australia,Sydney – East Coast,August,8.9,18.7,7,sunny,low,good,,,,
Australia,Sydney – East Coast,September,11.4,21.1,8,sunny,shoulder,good,,,,
Australia,Sydney – East Coast,October,14,23,9,sunny,shoulder,best,,,,
Australia,Sydney – East Coast,November,16,24.1,11,sunny,high,best,,,,
Australia,Sydney – East Coast,December,18.2,26,11,sunny,high,best,,,,
Australia,Melbourne – South Coast,January,13.6,26.3,9,sunny,high,best,heatwave,,,
Australia,Melbourne – South Coast,February,14.1,26.5,7,sunny,high,best,heatwave,,,
Australia,Melbourne – South Coast,March,12.7,24.1,8,sunny,shoulder,best,,,,
Australia,Melbourne – South Coast,April,10.1,20.4,9,cloudy,shoulder,good,,,,
Australia,Melbourne – South Coast,May,8.4,16.6,10,cloudy,low,good,,,,
Australia,Melbourne – South Coast,June,6.3,13.7,11,cloudy,low,mixed,,,,
Australia,Melbourne – South Coast,July,5.5,13,11,cloudy,low,mixed,,,,
Australia,Melbourne – South Coast,August,6,14.5,12,cloudy,low,mixed,,,,
Australia,Melbourne – South Coast,September,7.1,16.6,11,cloudy,shoulder,good,,,,
Australia,Melbourne – South Coast,October,8.5,19.3,10,sunny,shoulder,good,,,,
Australia,Melbourne – South Coast,November,10.4,22.1,10,sunny,high,good,,,,
Australia,Melbourne – South Coast,December,12,24.2,9,sunny,high,best,,,,
Australia,Brisbane – East Coast,January,21.2,29.2,13,sunny,high,best,heatwave,,yes,
Australia,Brisbane – East Coast,February,21,28.9,14,sunny,high,best,heatwave,,yes,
Australia,Brisbane – East Coast,March,19.3,27.9,13,sunny,shoulder,best,,,yes,
Australia,Brisbane – East Coast,April,16.7,26,11,sunny,shoulder,best,,,yes,
Australia,Brisbane – East Coast,May,13.7,23.6,9,sunny,low,good,,,yes,
Australia,Brisbane – East Coast,June,10.6,21.2,7,cloudy,low,mixed,,,yes,
Australia,Brisbane – East Coast,July,9.3,20.7,6,cloudy,low,mixed,,,yes,
Australia,Brisbane – East Coast,August,9.7,21.8,5,sunny,low,good,,,yes,
Australia,Brisbane – East Coast,September,12.6,24.1,6,sunny,shoulder,good,,,yes,
Australia,Brisbane – East Coast,October,15.5,25.6,8,sunny,shoulder,best,,,yes,
Australia,Brisbane – East Coast,November,17.9,26.8,10,sunny,high,best,,,yes,
Australia,Brisbane – East Coast,December,19.9,28.4,12,sunny,high,best,,,yes,
Australia,Perth – West Coast,January,18.1,31.2,2,sunny,high,best,heatwave,,yes,
Australia,Perth – West Coast,February,18.3,31.5,2,sunny,high,best,heatwave,,yes,
Australia,Perth – West Coast,March,16.8,29.6,3,sunny,shoulder,best,,,yes,
Australia,Perth – West Coast,April,13.8,26,5,sunny,shoulder,good,,,yes,
Australia,Perth – West Coast,May,10.5,22.3,9,sunny,low,good,,,yes,
Australia,Perth – West Coast,June,8.6,19.5,13,cloudy,low,mixed,,,yes,
Australia,Perth – West Coast,July,8,18.5,15,cloudy,low,mixed,,,yes,
Australia,Perth – West Coast,August,8.4,19.1,14,cloudy,low,mixed,,,yes,
Australia,Perth – West Coast,September,9.6,20.5,11,cloudy,shoulder,good,,,yes,
Australia,Perth – West Coast,October,11.6,23.4,8,sunny,shoulder,good,,,yes,
Australia,Perth – West Coast,November,14.3,26.7,5,sunny,high,good,,,yes,
Australia,Perth – West Coast,December,16.5,29.5,3,sunny,high,best,,,yes,
Australia,Cairns – Tropical North,January,23.9,31.6,17,rainy,low,poor,"monsoon, stinger risk",,yes,
Australia,Cairns – Tropical North,February,24,31.3,18,rainy,low,poor,"monsoon, stinger risk",,yes,
Australia,Cairns – Tropical North,March,23.1,30.7,18,rainy,low,poor,"monsoon, stinger risk",,yes,
Australia,Cairns – Tropical North,April,21.9,29.4,13,rainy,shoulder,mixed,,,yes,
Australia,Cairns – Tropical North,May,20.2,27.9,9,mixed,shoulder,good,,,yes,
Australia,Cairns – Tropical North,June,18.2,26.3,6,sunny,high,best,,,yes,
Australia,Cairns – Tropical North,July,17.1,25.9,5,sunny,high,best,,,yes,
Australia,Cairns – Tropical North,August,17.5,26.7,5,sunny,high,best,,,yes,
Australia,Cairns – Tropical North,September,18.8,28.4,5,sunny,high,best,,,yes,
Australia,Cairns – Tropical North,October,20.9,29.8,6,sunny,high,best,,,yes,
Australia,Cairns – Tropical North,November,22.5,30.8,9,mixed,shoulder,good,,,yes,
Australia,Cairns – Tropical North,December,23.7,31.6,13,rainy,low,mixed,"monsoon, stinger risk",stinger risk,yes,
Australia,Darwin – Top End,January,25,31.8,21,rainy,low,poor,"monsoon, cyclone risk",,yes,
Australia,Darwin – Top End,February,24.9,31.5,18,rainy,low,poor,"monsoon, cyclone risk",cyclone risk,yes,
Australia,Darwin – Top End,March,24.7,32.1,17,rainy,low,poor,"monsoon, cyclone risk",cyclone risk,yes,
Australia,Darwin – Top End,April,24.3,32.9,10,rainy,shoulder,mixed,,,yes,
Australia,Darwin – Top End,May,22.5,32.3,4,sunny,high,best,,,yes,
Australia,Darwin – Top End,June,20.1,30.8,2,sunny,high,best,,,yes,
Australia,Darwin – Top End,July,19.4,30.8,1,sunny,high,best,,,yes,
Australia,Darwin – Top End,August,20.4,31.6,1,sunny,high,best,,,yes,
Australia,Darwin – Top End,September,23.2,32.8,2,sunny,high,best,,,yes,
Australia,Darwin – Top End,October,25,33.5,5,sunny,high,best,,,yes,
Australia,Darwin – Top End,November,25.6,33.5,9,mixed,shoulder,good,,,yes,
Australia,Darwin – Top End,December,25.6,32.7,16,rainy,low,mixed,monsoon,,yes,
Australia,Hobart – Tasmania,January,12.6,22.2,9,sunny,high,best,,,yes,
Australia,Hobart – Tasmania,February,12.6,22.1,8,sunny,high,best,,,yes,
Australia,Hobart – Tasmania,March,11.4,20.3,9,sunny,shoulder,best,,,yes,
Australia,Hobart – Tasmania,April,9.4,17.8,10,cloudy,shoulder,good,,,yes,
Australia,Hobart – Tasmania,May,7.6,15.1,11,cloudy,low,mixed,,,yes,
Australia,Hobart – Tasmania,June,5.3,12.4,12,cloudy,low,mixed,,,yes,
Australia,Hobart – Tasmania,July,4.9,12.3,13,cloudy,low,mixed,,,yes,
Australia,Hobart – Tasmania,August,5.7,13.7,13,cloudy,low,mixed,,,yes,
Australia,Hobart – Tasmania,September,6.9,15.4,12,cloudy,shoulder,good,,,yes,
Australia,Hobart – Tasmania,October,8.3,17.3,11,cloudy,shoulder,good,,,yes,
Australia,Hobart – Tasmania,November,9.9,18.9,10,sunny,high,good,,,yes,
Australia,Hobart – Tasmania,December,11.3,20.4,10,sunny,high,best,,,yes,
Australia,Adelaide – South,January,17.1,29.2,4,sunny,high,best,heatwave,,yes,
Australia,Adelaide – South,February,17.2,29.5,3,sunny,high,best,heatwave,,yes,
Australia,Adelaide – South,March,15.3,26.5,5,sunny,shoulder,best,,,yes,
Australia,Adelaide – South,April,12.5,22.7,7,sunny,shoulder,good,,,yes,
Australia,Adelaide – South,May,10.2,19,9,sunny,low,good,,,yes,
Australia,Adelaide – South,June,8.1,16.1,11,cloudy,low,mixed,,,yes,
Australia,Adelaide – South,July,7.5,15.3,12,cloudy,low,mixed,,,yes,
Australia,Adelaide – South,August,8.2,16.6,11,cloudy,low,mixed,,,yes,
Australia,Adelaide – South,September,9.7,19,10,cloudy,shoulder,good,,,yes,
Australia,Adelaide – South,October,11.4,21.8,8,sunny,shoulder,good,,,yes,
Australia,Adelaide – South,November,14,25.2,6,sunny,high,good,,,yes,
Australia,Adelaide – South,December,15.5,26.9,5,sunny,high,best,,,yes,
Australia,Uluru – Red Centre,January,21.8,36.9,4,sunny,low,poor,extreme heat,,yes,
Australia,Uluru – Red Centre,February,21.1,35.6,4,sunny,low,poor,extreme heat,,yes,
Australia,Uluru – Red Centre,March,17.7,32.9,4,sunny,shoulder,mixed,,,yes,
Australia,Uluru – Red Centre,April,12.7,28.6,3,sunny,shoulder,good,,,yes,
Australia,Uluru – Red Centre,May,8.2,23.5,2,sunny,high,best,,,yes,
Australia,Uluru – Red Centre,June,4.7,19.8,2,sunny,high,best,,,yes,
Australia,Uluru – Red Centre,July,3.9,20,2,sunny,high,best,,,yes,
Australia,Uluru – Red Centre,August,5.9,23.1,1,sunny,high,best,,,yes,
Australia,Uluru – Red Centre,September,11,28.1,2,sunny,high,best,,,yes,
Australia,Uluru – Red Centre,October,14.9,31.4,3,sunny,shoulder,good,,,yes,
Australia,Uluru – Red Centre,November,18.1,34,4,sunny,low,mixed,,,yes,
Australia,Uluru – Red Centre,December,20.5,35.6,4,sunny,low,mixed,heatwave,,yes,
New Zealand,Auckland – North Island,January,15.8,23.3,8,sunny,high,best,,,,
New Zealand,Auckland – North Island,February,16,23.7,7,sunny,high,best,,,,
New Zealand,Auckland – North Island,March,14.8,22.4,9,sunny,shoulder,best,,,,
New Zealand,Auckland – North Island,April,12.6,19.8,11,mixed,shoulder,good,,,,
New Zealand,Auckland – North Island,May,10.4,17.3,13,cloudy,low,good,,,,
New Zealand,Auckland – North Island,June,8.3,15,13,cloudy,low,mixed,,,,
New Zealand,Auckland – North Island,July,7.2,14.2,14,cloudy,low,mixed,,,,
New Zealand,Auckland – North Island,August,7.8,14.7,13,cloudy,low,mixed,,,,
New Zealand,Auckland – North Island,September,9.4,16,11,cloudy,shoulder,good,,,,
New Zealand,Auckland – North Island,October,11,17.8,10,mixed,shoulder,good,,,,
New Zealand,Auckland – North Island,November,12.6,19.8,9,sunny,high,good,,,,
